date,borough,complaints_total,unique_complaints,topk_ABANDONED_VEHICLE_cnt,topk_BLOCKED_DRIVEWAY_cnt,topk_HEAT_HOT_WATER_cnt,topk_ILLEGAL_PARKING_cnt,topk_NOISE__RESIDENTIAL_cnt,topk_NOISE__STREET_SIDEWALK_cnt,topk_OTHER_cnt,topk_STREET_CONDITION_cnt,topk_UNSANITARY_CONDITION_cnt,temp_mean,temp_max,temp_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_mean,wind_gust_mean,cloud_cover_mean,census_income_borough_median,census_population_borough_sum,airbnb_listing_count,airbnb_price_mean,airbnb_price_median,airbnb_rating_mean,airbnb_total_reviews,airbnb_entire_home_pct,airbnb_per_1000_people_borough,event_day,day_of_week,is_weekend,month,temp_mean_lag1,temp_mean_ma7,precipitation_sum_lag1,precipitation_sum_ma7,complaints_total_lag1,complaints_total_ma7,log_complaints_total,weekday,std_complaints_total,std_temp_mean,std_precipitation_sum,std_wind_speed_mean,std_cloud_cover_mean,std_census_income_borough_median,std_census_population_borough_sum,std_airbnb_listing_count,norm_complaints_total,norm_temp_mean,norm_precipitation_sum,norm_wind_speed_mean,norm_cloud_cover_mean,norm_census_income_borough_median,norm_census_population_borough_sum,norm_airbnb_listing_count,borough_BRONX,borough_BROOKLYN,borough_MANHATTAN,borough_QUEENS,borough_STATEN ISLAND,temp_x_weekend,precip_x_event,temp_x_event,wind_x_weekend,temp_mean_sq,complaint_per_capita,season,season_Spring,season_Summer,season_Winter
2024-01-01,BRONX,1362.0,67.0,8.0,79.0,320.0,174.0,309.0,42.0,375.0,4.0,51.0,3.4375,7.7,-0.3,0.0,0.0,0.0,8.320833333333333,14.899999999999999,66.95833333333333,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,1,0,0,1,8.695833333333333,3.4375,0.1,0.0,1870.0,1362.0,7.217443431696533,Monday,-0.2950455888553048,-0.7865286439359239,-0.6568298015653254,-1.1359830736189387,0.20440954325384714,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.28398665554628855,0.2760856977417487,0.0,0.16719367588932801,0.6695833333333333,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,0.0,0.0,3.4375,0.0,11.81640625,9.466241589327751,Winter,0,0,1
2024-01-02,BRONX,2052.0,87.0,29.0,71.0,565.0,219.0,136.0,12.0,864.0,28.0,128.0,-0.029166666666666636,5.7,-4.6,0.0,0.0,0.0,9.325000000000001,16.870833333333334,0.0,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,0,1,0,1,3.4375,1.7041666666666666,0.0,0.0,1362.0,1707.0,7.627057417018934,Tuesday,0.41891468277246724,-1.1874783831297557,-0.6568298015653254,-0.9200652626109308,-2.02128856007908,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.4278565471226021,0.1797336421540243,0.0,0.2148221343873518,0.0,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,-0.0,0.0,-0.0,0.0,0.0008506944444444427,14.261914641189827,Winter,0,0,1
2024-01-03,BRONX,2030.0,85.0,31.0,58.0,508.0,208.0,151.0,13.0,864.0,29.0,168.0,1.5041666666666667,7.7,-2.3,0.0,0.0,0.0,9.275,16.962500000000002,54.833333333333336,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,0,2,0,1,-0.029166666666666636,1.6375,0.0,0.0,2052.0,1814.6666666666667,7.616283561580385,Wednesday,0.3961507320828861,-1.010135229255561,-0.6568298015653254,-0.9308163569349811,-0.19862601870625338,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.4232693911592994,0.22235089751013315,0.0,0.21245059288537552,0.5483333333333333,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,0.0,0.0,0.0,0.0,2.262517361111111,14.109009123594225,Winter,0,0,1
2024-01-04,BRONX,2107.0,81.0,30.0,70.0,580.0,187.0,150.0,30.0,863.0,28.0,169.0,1.8499999999999999,6.8,-3.0,0.0,0.0,0.0,14.866666666666667,25.579166666666666,55.25,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,0,3,0,1,1.5041666666666667,1.690625,0.0,0.0,2030.0,1887.75,7.653494909661253,Thursday,0.47582455949642005,-0.9701366374850224,-0.6568298015653254,0.27151435830462956,-0.1847759993949098,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.43932443703085905,0.2319629415170816,0.0,0.4776679841897232,0.5525,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,0.0,0.0,0.0,0.0,3.4224999999999994,14.644178435178834,Winter,0,0,1
2024-01-05,BRONX,2204.0,88.0,21.0,72.0,710.0,200.0,167.0,15.0,835.0,39.0,145.0,-1.7833333333333332,3.1,-5.3,0.0,0.0,0.0,11.745833333333332,21.77916666666667,22.583333333333332,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,0,4,0,1,1.8499999999999999,0.9958333333333333,0.0,0.0,2107.0,1951.0,7.6984827878809465,Friday,0.5761928875368459,-1.3903628064477884,-0.6568298015653254,-0.3995331124215023,-1.2706175134042532,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.45954962468723937,0.13097857556456283,0.0,0.32964426877470343,0.22583333333333333,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,-0.0,0.0,-0.0,0.0,3.1802777777777775,15.318352762759444,Winter,0,0,1
2024-01-06,BRONX,1720.0,71.0,17.0,63.0,660.0,156.0,265.0,13.0,463.0,7.0,76.0,-0.875,2.8,-5.2,8.25,4.2,0.0,12.995833333333332,22.1125,94.45833333333333,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,0,5,1,1,-1.7833333333333332,0.6840277777777778,0.0,1.9666666666666668,2204.0,1912.5,7.450660796211539,Saturday,0.07538597236606098,-1.285306264207097,2.064179846800894,-0.13075575432024808,1.1185108178025291,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.3586321934945788,0.1562246670526925,1.0,0.38893280632411054,0.9445833333333333,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,-0.875,0.0,-0.0,12.995833333333332,0.765625,11.95443137565619,Winter,0,0,1
2024-01-07,BRONX,1427.0,67.0,13.0,59.0,482.0,159.0,252.0,13.0,385.0,13.0,51.0,1.4416666666666667,2.5,-0.5,6.5,5.1,0.0,16.558333333333334,29.433333333333334,86.04166666666667,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,0,6,1,1,-0.875,0.7922619047619047,11.8,2.6142857142857143,1720.0,1843.142857142857,7.2640301428995295,Sunday,-0.227788461817906,-1.0173638904189113,1.4869959819959382,0.6352597162683269,0.8387404277133874,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.2975396163469558,0.22061378112333524,0.7878787878787878,0.5579051383399208,0.8604166666666667,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,1.4416666666666667,0.0,0.0,16.558333333333334,2.078402777777778,9.918007891314758,Winter,0,0,1
2024-01-08,BRONX,1992.0,78.0,26.0,53.0,528.0,171.0,153.0,16.0,870.0,27.0,148.0,1.3375000000000001,6.3,-3.6,0.0,0.0,0.0,11.633333333333333,21.020833333333332,12.958333333333334,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,0,0,0,1,1.4416666666666667,0.49226190476190484,6.5,2.6142857142857143,1427.0,1933.142857142857,7.597396320212795,Monday,0.3568311808917914,-1.029411659024495,-0.6568298015653254,-0.423723074650615,-1.5905529594962922,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.4153461217681401,0.2177185871453387,0.0,0.3243083003952568,0.12958333333333333,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,0.0,0.0,0.0,0.0,1.7889062500000004,13.844899593201822,Winter,0,0,1
2024-01-09,BRONX,2008.0,84.0,24.0,58.0,455.0,192.0,133.0,6.0,986.0,25.0,129.0,3.9,13.1,-4.6,8.25,38.0,0.0,22.104166666666668,37.50416666666667,95.125,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,0,1,0,1,1.3375000000000001,1.0535714285714286,0.0,8.042857142857143,1992.0,1926.857142857143,7.605392364814935,Tuesday,0.37338678139330495,-0.7330365513271314,2.064179846800894,1.8277352617108917,1.1406708487006794,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.4186822351959966,0.28894035900405324,1.0,0.8209486166007905,0.95125,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,0.0,0.0,0.0,0.0,15.209999999999999,13.956103605998623,Winter,0,0,1
2024-01-10,BRONX,2342.0,83.0,34.0,80.0,431.0,193.0,148.0,7.0,1230.0,31.0,188.0,8.895833333333334,13.8,5.2,8.25,21.700000000000003,0.0,25.87916666666667,49.00416666666666,65.54166666666667,37804.0,1438797,949,118.40779768177029,89.0,4.721171393341553,33587,0.410958904109589,0.6595788009010305,0,2,0,1,3.9,2.1095238095238096,38.0,11.142857142857142,2008.0,1971.4285714285713,7.759187438507795,Wednesday,0.7189849418624004,-0.1552255690033281,2.064179846800894,2.63944288317668,0.15731947759527898,-1.3586716001170456,-0.3227812320019502,-0.9823473197126512,0.48832360300250205,0.4277938621887666,1.0,1.0000000000000002,0.6554166666666668,0.0,0.45572911864841115,0.08493610429843809,1,0,0,0,0,0.0,0.0,0.0,0.0,79.13585069444446,16.27748737313186,Winter,0,0,1
